timestamp,scenario,fault_active,fault_labels,T_mean,T_min,T_max,pH_mean,pH_min,pH_max,RPM_mean,RPM_min,RPM_max,set_T,set_pH,set_RPM,ΔT,ΔpH,ΔRPM
1763725021888,nofaults,False,,30.00529501274832,29.969750834932256,30.061760883079785,5.049942169617629,5.009077017190612,5.077185604568976,997.2714797637565,976.5467955521193,1022.128840803872,30.0,5.0,1000.0,0.005295012748320005,0.049942169617628984,-2.7285202362435257
1763725022989,nofaults,False,,29.996933709736492,29.92378153941172,30.061760883079785,5.062325549140969,5.009077017190612,5.118050756995997,1001.2456441329904,980.8125410039826,1020.9244632968232,30.0,5.0,1000.0,-0.0030662902635079092,0.06232554914096866,1.2456441329903782
1763725024088,nofaults,False,,30.01157357423899,29.92378153941172,30.084778361129167,5.167584275089348,5.036320452141957,5.213402779325705,1004.5154321209974,990.7213063697465,1028.5947454101217,30.0,5.0,1000.0,0.011573574238990858,0.16758427508934837,4.515432120997389
1763725025090,nofaults,False,,30.008852407459568,29.92378153941172,30.061760883079785,5.221575809811107,5.172537626898684,5.295133084179737,1005.9509447716173,978.9465999451866,1019.9403586429931,30.0,5.0,1000.0,0.008852407459567502,0.2215758098111067,5.950944771617287
1763725026193,nofaults,False,,29.992750358707532,29.946763221075685,30.061760883079785,5.31494649141708,5.227024496801373,5.363241671558101,1006.6744689242258,987.3369185207946,1029.0393959337493,30.0,5.0,1000.0,-0.007249641292467857,0.3149464914170803,6.674468924225835
1763725027409,nofaults,False,,29.978951231625285,29.92378153941172,30.0157439133518,5.361879499810538,5.322376519131089,5.4177285414607965,996.1919005494516,972.7273104577912,1019.4739342947726,30.0,5.0,1000.0,-0.021048768374715365,0.3618794998105379,-3.8080994505484114
1763725028296,nofaults,False,,29.99693534115353,29.92378153941172,30.061760883079785,5.334759898654425,5.267889649228393,5.404106823985121,998.466018698451,979.9042629244099,1009.7000943020482,30.0,5.0,1000.0,-0.003064658846469115,0.3347598986544247,-1.5339813015490336
1763725029299,nofaults,False,,30.038764375111906,29.969750834932256,30.13083137162323,5.3537064693251315,5.267889649228393,5.472215411363485,1004.508805110665,985.7672051530658,1028.8279304395476,30.0,5.0,1000.0,0.038764375111906446,0.3537064693251315,4.50880511066498
1763725030387,nofaults,False,,30.03039356021295,29.969750834932256,30.10780185277025,5.298848098036742,5.227024496801373,5.349619954082432,1000.4138770991049,976.6645288732234,1014.7385230035482,30.0,5.0,1000.0,0.03039356021294992,0.29884809803674184,0.4138770991048659
1763725031387,nofaults,False,,29.99275034971426,29.92378153941172,30.038749405017086,5.2447327295197494,5.0499421696176325,5.349619954082432,1006.0522935283682,978.6979135026079,1031.2293903799814,30.0,5.0,1000.0,-0.0072496502857397616,0.24473272951974945,6.052293528368182
1763725032389,nofaults,False,,29.98355113539368,29.92378153941172,30.0157439133518,5.108515554763022,5.0635638870933,5.158915909423008,1003.7480632993386,978.278331047864,1020.6993149742192,30.0,5.0,1000.0,-0.016448864606321223,0.10851555476302188,3.7480632993385825
1763725033489,nofaults,False,,29.97603262722557,29.90080577642732,30.061760883079785,5.089568984092313,4.995455299714936,5.172537626898684,995.5338008782018,961.2413900650971,1024.766844496839,30.0,5.0,1000.0,-0.023967372774428952,0.08956898409231329,-4.46619912179824
1763725034587,nofaults,False,,30.005298800085384,29.92378153941172,30.061760883079785,5.040035465998958,4.995455299714936,5.090807322044645,1002.726841431627,977.7541953993501,1030.6667463980916,30.0,5.0,1000.0,0.005298800085384414,0.04003546599895813,2.726841431627008
1763725035690,nofaults,False,,30.019931616876416,29.969750834932256,30.061760883079785,4.995455299714939,4.940968429812249,5.0499421696176325,999.9498108140043,972.3442137507229,1019.629074309426,30.0,5.0,1000.0,0.019931616876416314,-0.004544700285061154,-0.05018918599569133
1763725036689,nofaults,False,,29.98585407233059,29.946763221075685,30.038749405017086,4.964125349520891,4.927346712336573,4.995455299714936,992.0092906459998,962.2639709452787,1011.6459023644005,30.0,5.0,1000.0,-0.014145927669410696,-0.03587465047910943,-7.99070935400016
1763725037786,nofaults,False,,29.96975840221762,29.92378153941172,30.0157439133518,4.9991703135719385,4.981833582239268,5.036320452141957,998.6058470863597,971.9371310613385,1023.0797082549968,30.0,5.0,1000.0,-0.03024159778237845,-0.0008296864280614713,-1.394152913640255
1763725038887,nofaults,False,,30.001119783080835,29.92378153941172,30.084778361129167,4.969450202715925,4.927346712336573,5.009077017190612,1003.4610734891766,979.4623018629177,1029.083881102483,30.0,5.0,1000.0,0.0011197830808349352,-0.03054979728407492,3.461073489176556
1763725039988,nofaults,False,,30.026204759610188,29.969750834932256,30.084778361129167,5.009077017190609,4.954590147287917,5.036320452141957,1006.1164988702188,991.414439623612,1028.8433288899444,30.0,5.0,1000.0,0.026204759610187978,0.009077017190609382,6.116498870218834
1763725040989,nofaults,False,,30.006563208048316,29.92378153941172,30.10780185277025,5.02950959340412,4.995455299714936,5.104429039520321,1002.2005218114627,990.2795951711362,1027.2230363345684,30.0,5.0,1000.0,0.006563208048316227,0.029509593404119627,2.2005218114627496
1763725041986,nofaults,False,,29.990458124582926,29.877835918624385,30.038749405017086,4.999541814957639,4.940968429812249,5.036320452141957,1009.3470053378678,986.3711766692657,1060.617770253821,30.0,5.0,1000.0,-0.009541875417074408,-0.00045818504236105895,9.347005337867813
1763725042994,nofaults,False,,30.02035515872185,29.92378153941172,30.084778361129167,5.044493482627361,5.009077017190612,5.077185604568976,997.5317280142165,975.0340787179098,1021.1672712512072,30.0,5.0,1000.0,0.020355158721848454,0.0444934826273613,-2.468271985783531
1763725044086,nofaults,False,,30.009484901793904,29.946763221075685,30.10780185277025,5.0697555768549725,5.022698734666281,5.118050756995997,999.6058003032559,966.7925362536865,1039.4322751131417,30.0,5.0,1000.0,0.009484901793904044,0.06975557685497247,-0.3941996967440673
1763725045191,nofaults,False,,29.99275521846613,29.90080577642732,30.038749405017086,5.093283997949315,5.0635638870933,5.158915909423008,998.1316764634756,982.2878339864878,1009.6355930898826,30.0,5.0,1000.0,-0.007244781533870537,0.09328399794931475,-1.8683235365243718
1763725046186,nofaults,False,,29.988151048648678,29.946763221075685,30.061760883079785,5.173899798646252,5.118050756995997,5.267889649228393,996.2662690789896,974.1693201470426,1014.9114247716908,30.0,5.0,1000.0,-0.011848951351321801,0.17389979864625182,-3.7337309210104195
1763725047506,nofaults,False,,29.971855769844435,29.90080577642732,30.084778361129167,5.2406462142770485,5.199781061850029,5.281511366704068,1008.7759586809698,986.3885548954997,1036.6348833262637,30.0,5.0,1000.0,-0.028144230155564998,0.24064621427704846,8.77595868096978
1763725048388,nofaults,False,,30.01575476811114,29.946763221075685,30.084778361129167,5.269127987180727,5.213402779325705,5.335998236606756,997.960779593972,963.7349902890907,1020.7798659923596,30.0,5.0,1000.0,0.015754768111140294,0.2691279871807266,-2.0392204060279937
